merchant_name,category,rating,address,avg_price,telephone,business_hours,description,cover_url,photo_urls,merchant_name_pinyin
蜀香火锅,火锅,4.5,"北京市朝阳区建国路88号",78.5,"010-87654321","10:00-22:00","正宗四川火锅，麻辣鲜香","/images/dish/dish(1).png","/images/dish/dish(2).png;/images/dish/dish(3).png"
奶茶地额,奶茶,3.9,"上海市某小区",80,"011-74484848","10:00-22:00","香甜可口","/images/dish/dish(4).png","/images/dish/dish(5).png;/images/dish/dish(6).png"
绿茶餐厅,中餐,4.2,"杭州市西湖区西溪路100号",150,"0571-12345678","09:00-21:00","环境优雅，菜品丰富","/images/dish/dish(10).png","/images/dish/dish(11).png;/images/dish/dish(12).png"
海底捞,火锅,4.7,"北京市东城区王府井大街1号",120,"010-23456789","24小时营业","服务一流，菜品新鲜","/images/dish/dish(13).png","/images/dish/dish(14).png;/images/dish/dish(15).png"
必胜客,西餐,4.0,"上海市徐汇区淮海中路12号",90,"021-98765432","10:00-22:00","披萨口味多样，适合家庭聚餐","/images/dish/dish(16).png","/images/dish/dish(17).png;/images/dish/dish(18).png"
星巴克,咖啡店,4.3,"广州市天河区天河路88号",35,"020-87654321","07:00-23:00","咖啡香浓，环境舒适","/images/dish/dish(19).png","/images/dish/dish(20).png;/images/dish/dish(21).png"
肯德基,快餐,3.8,"深圳市南山区科技园路",55,"0755-12312312","24小时营业","炸鸡美味，快餐便捷","/images/dish/dish(22).png","/images/dish/dish(23).png;/images/dish/dish(24).png"
麦当劳,快餐,4.1,"成都市锦江区春熙路9号",50,"028-23456789","24小时营业","汉堡美味，适合快速用餐","/images/dish/dish(25).png","/images/dish/dish(26).png;/images/dish/dish(27).png"
汉堡王,快餐,3.7,"重庆市渝中区沙坪坝路",45,"023-34567890","10:00-22:00","汉堡味道浓郁，薯条酥脆","/images/dish/dish(28).png","/images/dish/dish(29).png;/images/dish/dish(30).png"
喜茶,奶茶,4.4,"杭州市西湖区湖滨路8号",30,"0571-98765432","10:00-22:00","创意茶饮，深受年轻人喜爱","/images/dish/dish(31).png","/images/dish/dish(32).png;/images/dish/dish(33).png"
一点点,奶茶,3.9,"深圳市福田区深南大道88号",25,"0755-12345678","09:00-23:00","多种口味可选，价格实惠","/images/dish/dish(34).png","/images/dish/dish(35).png;/images/dish/dish(36).png"
全家便利店,便利店,4.0,"上海市浦东新区世纪大道1号",20,"021-87654321","24小时营业","生活必需品丰富，便捷购物","/images/dish/dish(37).png","/images/dish/dish(38).png;/images/dish/dish(39).png"
7-11,便利店,4.1,"北京市海淀区中关村大街10号",25,"010-23456789","24小时营业","提供各种即食食品和饮料","/images/dish/dish(40).png","/images/dish/dish(41).png;/images/dish/dish(42).png"
汉拿山,韩餐,4.2,"上海市静安区南京西路18号",120,"021-98765432","11:00-22:00","正宗韩式烤肉，肉质鲜嫩","/images/dish/dish(43).png","/images/dish/dish(44).png;/images/dish/dish(45).png"
大渔铁板烧,日料,4.5,"广州市越秀区中华大道5号",220,"020-12345678","12:00-22:00","日式铁板烧，视觉与味觉的享受","/images/dish/dish(46).png","/images/dish/dish(47).png;/images/dish/dish(48).png"
元祖食品,甜品,4.0,"杭州市下城区武林路2号",50,"0571-23456789","09:00-21:00","蛋糕和甜品种类丰富","/images/dish/dish(49).png","/images/dish/dish(50).png;/images/dish/dish(51).png"
哈根达斯,甜品,4.3,"深圳市罗湖区东门中路20号",80,"0755-34567890","10:00-22:00","冰淇淋口感细腻，口味多样","/images/dish/dish(52).png","/images/dish/dish(53).png;/images/dish/dish(54).png"
陶陶居,中餐,4.6,"广州市荔湾区上下九路1号",200,"020-45678901","10:00-22:00","广式茶点，传统美食","/images/dish/dish(55).png","/images/dish/dish(56).png;/images/dish/dish(57).png"
德克士,快餐,3.8,"北京市丰台区角门路",40,"010-56789012","24小时营业","炸鸡和汉堡，适合快餐需求","/images/dish/dish(58).png","/images/dish/dish(59).png;/images/dish/dish(60).png"
伊利冰淇淋,甜品,4.1,"上海市长宁区长宁路88号",15,"021-67890123","10:00-22:00","冰淇淋种类丰富，价格亲民","/images/dish/dish(61).png","/images/dish/dish(62).png;/images/dish/dish(63).png"
黄记煌,中餐,4.2,"成都市武侯区人民南路",110,"028-56789012","11:00-22:00","焖锅料理，口味独特","/images/dish/dish(64).png","/images/dish/dish(65).png;/images/dish/dish(66).png"
小肥羊,火锅,4.4,"重庆市江北区观音桥步行街",130,"023-67890123","11:00-23:00","羊肉火锅，滋补健康","/images/dish/dish(67).png","/images/dish/dish(68).png;/images/dish/dish(69).png"
上岛咖啡,咖啡店,3.9,"北京市西城区宣武门外大街",40,"010-78901234","08:00-22:00","咖啡香浓，环境适合办公","/images/dish/dish(70).png","/images/dish/dish(71).png;/images/dish/dish(72).png"
Costa Coffee,咖啡店,4.0,"上海市黄浦区人民广场",45,"021-89012345","07:30-22:00","意式咖啡，口感纯正","/images/dish/dish(73).png","/images/dish/dish(74).png;/images/dish/dish(75).png"
味千拉面,日料,3.7,"广州市海珠区江南大道",60,"020-89012345","10:30-21:30","日式拉面，汤底浓郁","/images/dish/dish(76).png","/images/dish/dish(77).png;/images/dish/dish(78).png"
百胜客,西餐,3.8,"深圳市宝安区宝安大道",85,"0755-90123456","11:00-23:00","意大利面和披萨为主打","/images/dish/dish(79).png","/images/dish/dish(80).png;/images/dish/dish(81).png"
小杨生煎,中餐,4.1,"上海市静安区南京东路",25,"021-90123456","09:00-21:00","生煎包，皮薄馅多","/images/dish/dish(82).png","/images/dish/dish(83).png;/images/dish/dish(84).png"
大董烤鸭,中餐,4.7,"北京市朝阳区朝外大街",300,"010-90123456","11:00-22:30","北京烤鸭，皮脆肉嫩","/images/dish/dish(85).png","/images/dish/dish(86).png;/images/dish/dish(87).png"
老北京炸酱面,中餐,4.0,"北京市西城区新街口",40,"010-91234567","10:00-21:00","传统炸酱面，味道浓郁","/images/dish/dish(88).png","/images/dish/dish(89).png;/images/dish/dish(90).png"
